OID,SOURCE_ID,Dist_HLTH,GiZScore,GiPValue,NNeighbors,Gi_Bin
-1,150,2.000000000000000,-2.750107643620000,0.005957569031600,32,-3
-1,151,4.000000000000000,-0.151114763770000,0.879885186484000,51,0
-1,152,3.000000000000000,1.938755668190000,0.052531096583200,66,1
-1,153,2.000000000000000,-2.278336402460000,0.022706542378300,19,-2
-1,154,2.000000000000000,-2.522050702250000,0.011667289009800,17,-2
-1,155,3.000000000000000,0.642692994421000,0.520423331515000,115,0
-1,156,2.000000000000000,2.552798706770000,0.010686123480500,81,2
-1,157,2.000000000000000,3.514933359710000,0.000439864351606,95,3
-1,158,3.000000000000000,0.126394791842000,0.899419424623000,107,0
-1,159,3.000000000000000,0.517214474872000,0.605006450703000,78,0
-1,160,4.000000000000000,-1.883149572060000,0.059680100808200,21,-1
-1,161,3.000000000000000,4.136339069410000,0.000035289063950,97,3
-1,162,3.000000000000000,2.733929138260000,0.006258351143050,103,3
-1,163,3.000000000000000,-2.236866920150000,0.025295039163600,26,-2
-1,164,4.000000000000000,-2.219754723810000,0.026435421870400,23,-2
-1,165,3.000000000000000,0.253796771216000,0.799652568239000,53,0
-1,166,3.000000000000000,-1.784846758950000,0.074286176509800,57,-1
-1,167,3.000000000000000,0.071035833928600,0.943369236164000,54,0
-1,168,2.000000000000000,-1.796635668850000,0.072393477933400,60,-1
-1,169,2.000000000000000,0.084534303487100,0.932631630203000,76,0
-1,170,3.000000000000000,0.167952512594000,0.866620637820000,105,0
-1,171,3.000000000000000,2.798942446010000,0.005127027504780,107,3
-1,172,3.000000000000000,3.445641187600000,0.000569706270495,109,3
