StateAbbr,PlaceName,PlaceFIPS,TractFIPS,Place_TractID,Population2010,MHLTH_CrudePrev,PHLTH_CrudePrev,Geolocation,lat,long,MHLTH_Median,PHLTH_Median
TN,Nashville,4752006,47037011002,4752006-47037011002,2643,14.3,14.4,"(36.22499441110, -86.7399718241)",36.22499441,-86.73997182,13.85,13.1
TN,Nashville,4752006,47037015804,4752006-47037015804,4294,15.1,12.8,"(36.13468284030, -86.7023819538)",36.13468284,-86.70238195,13.85,13.1
TN,Nashville,4752006,47037014200,4752006-47037014200,2249,20.9,18.5,"(36.16693232800, -86.8036510368)",36.16693233,-86.80365104,13.85,13.1
TN,Nashville,4752006,47037015802,4752006-47037015802,5882,16.7,16.3,"(36.12313205050, -86.7142265091)",36.12313205,-86.71422651,13.85,13.1
TN,Nashville,4752006,47037015803,4752006-47037015803,2771,18.6,16,"(36.13538224570, -86.7150553656)",36.13538225,-86.71505537,13.85,13.1
TN,Nashville,4752006,47037015100,4752006-47037015100,4026,12.7,13,"(36.15628502430, -86.6793913918)",36.15628502,-86.67939139,13.85,13.1
TN,Nashville,4752006,47037017300,4752006-47037017300,3368,16.4,17.2,"(36.11951786080, -86.7427999612)",36.11951786,-86.74279996,13.85,13.1
TN,Nashville,4752006,47037011200,4752006-47037011200,4133,13.7,13.1,"(36.21114547960, -86.7293550121)",36.21114548,-86.72935501,13.85,13.1
TN,Nashville,4752006,47037010602,4752006-47037010602,3442,15.7,16.3,"(36.25336532400, -86.6817557329)",36.25336532,-86.68175573,13.85,13.1
TN,Nashville,4752006,47037010601,4752006-47037010601,5007,13.5,13.6,"(36.22309005060, -86.6632138216)",36.22309005,-86.66321382,13.85,13.1
TN,Nashville,4752006,47037016300,4752006-47037016300,2189,16.4,15.4,"(36.14319093870, -86.7899130999)",36.14319094,-86.7899131,13.85,13.1
TN,Nashville,4752006,47037013000,4752006-47037013000,1938,12.2,11.2,"(36.18360013590, -86.8846679987)",36.18360014,-86.884668,13.85,13.1
TN,Nashville,4752006,47037019110,4752006-47037019110,3749,16,15.9,"(36.05179562870, -86.7048611505)",36.05179563,-86.70486115,13.85,13.1
TN,Nashville,4752006,47037019111,4752006-47037019111,4163,14.5,11.8,"(36.04923174800, -86.6797916232)",36.04923175,-86.67979162,13.85,13.1
TN,Nashville,4752006,47037019112,4752006-47037019112,3912,14.4,12.9,"(36.03608526440, -86.6924294734)",36.03608526,-86.69242947,13.85,13.1
TN,Nashville,4752006,47037019114,4752006-47037019114,9429,11,8.6,"(35.99960292420, -86.6586366088)",35.99960292,-86.65863661,13.85,13.1
TN,Nashville,4752006,47037019115,4752006-47037019115,3654,9.9,9.4,"(36.01331547710, -86.7176062426)",36.01331548,-86.71760624,13.85,13.1
TN,Nashville,4752006,47037019116,4752006-47037019116,6340,12.9,10.5,"(36.03201241810, -86.7277054628)",36.03201242,-86.72770546,13.85,13.1
TN,Nashville,4752006,47037019117,4752006-47037019117,3948,11.9,10.1,"(36.01921035960, -86.6464353266)",36.01921036,-86.64643533,13.85,13.1
TN,Nashville,4752006,47037019118,4752006-47037019118,4780,14.8,10.9,"(36.03832269920, -86.6692426787)",36.0383227,-86.66924268,13.85,13.1
TN,Nashville,4752006,47037017702,4752006-47037017702,4382,11.1,7.9,"(36.09952873730, -86.7996847381)",36.09952874,-86.79968474,13.85,13.1
TN,Nashville,4752006,47037017701,4752006-47037017701,636,9.5,8.2,"(36.09711178920, -86.7878147099)",36.09711179,-86.78781471,13.85,13.1
TN,Nashville,4752006,47037018101,4752006-47037018101,4700,15.4,13,"(36.14396135590, -86.8662660609)",36.14396136,-86.86626606,13.85,13.1
TN,Nashville,4752006,47037018102,4752006-47037018102,3529,9.2,10.9,"(36.12764315810, -86.8678623837)",36.12764316,-86.86786238,13.85,13.1
TN,Nashville,4752006,47037015402,4752006-47037015402,4109,12.8,13.1,"(36.19438152600, -86.6421905953)",36.19438153,-86.6421906,13.85,13.1
TN,Nashville,4752006,47037018801,4752006-47037018801,5462,9.5,9.1,"(36.06099178870, -86.7571314086)",36.06099179,-86.75713141,13.85,13.1
TN,Nashville,4752006,47037015401,4752006-47037015401,5642,12.1,13.3,"(36.22694785330, -86.6077806723)",36.22694785,-86.60778067,13.85,13.1
TN,Nashville,4752006,47037012701,4752006-47037012701,5150,17.3,19.8,"(36.22121102540, -86.7946381366)",36.22121103,-86.79463814,13.85,13.1
TN,Nashville,4752006,47037015404,4752006-47037015404,2926,12.8,14.9,"(36.19763241900, -86.6144973804)",36.19763242,-86.61449738,13.85,13.1
TN,Nashville,4752006,47037015405,4752006-47037015405,4401,13.5,12.8,"(36.20594539520, -86.5921345588)",36.2059454,-86.59213456,13.85,13.1
TN,Nashville,4752006,47037015502,4752006-47037015502,3924,14.6,14.7,"(36.15238565930, -86.6522822722)",36.15238566,-86.65228227,13.85,13.1
TN,Nashville,4752006,47037015501,4752006-47037015501,3383,12.2,11.1,"(36.17093688670, -86.6444218030)",36.17093689,-86.6444218,13.85,13.1
TN,Nashville,4752006,47037015618,4752006-47037015618,5712,13.5,13.3,"(36.08108760550, -86.6188609306)",36.08108761,-86.61886093,13.85,13.1
TN,Nashville,4752006,47037018803,4752006-47037018803,3149,9.3,8.6,"(36.04237402500, -86.7688478485)",36.04237403,-86.76884785,13.85,13.1
TN,Nashville,4752006,47037015609,4752006-47037015609,3411,11.6,8.2,"(36.17196891820, -86.6206020339)",36.17196892,-86.62060203,13.85,13.1
TN,Nashville,4752006,47037015613,4752006-47037015613,6223,16.7,14.7,"(36.08866992530, -86.6809974727)",36.08866993,-86.68099747,13.85,13.1
TN,Nashville,4752006,47037015612,4752006-47037015612,6772,13.7,11.8,"(36.09996204310, -86.6391237760)",36.09996204,-86.63912378,13.85,13.1
TN,Nashville,4752006,47037015610,4752006-47037015610,7820,11.8,10.3,"(36.14810645300, -86.5856887267)",36.14810645,-86.58568873,13.85,13.1
TN,Nashville,4752006,47037015617,4752006-47037015617,2368,11.8,12.4,"(36.10170221360, -86.6046378648)",36.10170221,-86.60463786,13.85,13.1
TN,Nashville,4752006,47037015615,4752006-47037015615,4775,16.8,16.3,"(36.07392221800, -86.6732926633)",36.07392222,-86.67329266,13.85,13.1
TN,Nashville,4752006,47037015614,4752006-47037015614,4245,14,12.4,"(36.08510713470, -86.6579014347)",36.08510713,-86.65790143,13.85,13.1
TN,Nashville,4752006,47037016700,4752006-47037016700,5398,8.9,8.2,"(36.13291727090, -86.8300431737)",36.13291727,-86.83004317,13.85,13.1
TN,Nashville,4752006,47037017000,4752006-47037017000,3865,12.9,7.8,"(36.12869486070, -86.7851320823)",36.12869486,-86.78513208,13.85,13.1
TN,Nashville,4752006,47037010501,4752006-47037010501,5029,14.8,15.5,"(36.27293622250, -86.6610202749)",36.27293622,-86.66102027,13.85,13.1
TN,Nashville,4752006,47037010502,4752006-47037010502,2404,14.2,14.1,"(36.22872559040, -86.6339493996)",36.22872559,-86.6339494,13.85,13.1
TN,Nashville,4752006,47037011700,4752006-47037011700,6044,13,11,"(36.18959404920, -86.7439426762)",36.18959405,-86.74394268,13.85,13.1
TN,Nashville,4752006,47037017800,4752006-47037017800,4858,10.4,8.3,"(36.11252025860, -86.7940986863)",36.11252026,-86.79409869,13.85,13.1
TN,Nashville,4752006,47037018500,4752006-47037018500,2416,8.4,8.4,"(36.09316279120, -86.8736555705)",36.09316279,-86.87365557,13.85,13.1
TN,Nashville,4752006,47037012802,4752006-47037012802,4546,17.4,19.7,"(36.19057019500, -86.8553393980)",36.1905702,-86.8553394,13.85,13.1
TN,Nashville,4752006,47037012801,4752006-47037012801,4835,16,19.8,"(36.20802998640, -86.8352588264)",36.20802999,-86.83525883,13.85,13.1
TN,Nashville,4752006,47037013400,4752006-47037013400,3746,10,7.9,"(36.14469558130, -86.8426724912)",36.14469558,-86.84267249,13.85,13.1
TN,Nashville,4752006,47037012200,4752006-47037012200,2056,11.6,9.9,"(36.17016881870, -86.7363924126)",36.17016882,-86.73639241,13.85,13.1
TN,Nashville,4752006,47037013500,4752006-47037013500,1936,13.8,10.7,"(36.15033109170, -86.8286410961)",36.15033109,-86.8286411,13.85,13.1
TN,Nashville,4752006,47037015900,4752006-47037015900,2864,19.3,21.6,"(36.13609630980, -86.7411039245)",36.13609631,-86.74110392,13.85,13.1
TN,Nashville,4752006,47037017401,4752006-47037017401,2238,15.3,15.3,"(36.11330656220, -86.7274177563)",36.11330656,-86.72741776,13.85,13.1
TN,Nashville,4752006,47037017402,4752006-47037017402,5907,14.7,13.4,"(36.10063857230, -86.7268837685)",36.10063857,-86.72688377,13.85,13.1
TN,Nashville,4752006,47037011300,4752006-47037011300,5317,16.9,17.3,"(36.20213763950, -86.7609246036)",36.20213764,-86.7609246,13.85,13.1
TN,Nashville,4752006,47037016200,4752006-47037016200,3299,16.8,18,"(36.13994278220, -86.7819906718)",36.13994278,-86.78199067,13.85,13.1
TN,Nashville,4752006,47037019400,4752006-47037019400,3639,12.9,12,"(36.17774322020, -86.7901084850)",36.17774322,-86.79010849,13.85,13.1
TN,Nashville,4752006,47037010904,4752006-47037010904,2888,17.3,18.8,"(36.23431959110, -86.7732117462)",36.23431959,-86.77321175,13.85,13.1
TN,Nashville,4752006,47037010901,4752006-47037010901,2952,12.3,12.8,"(36.26521492170, -86.7586096067)",36.26521492,-86.75860961,13.85,13.1
TN,Nashville,4752006,47037010903,4752006-47037010903,4810,18.6,18.4,"(36.24933997680, -86.7638027805)",36.24933998,-86.76380278,13.85,13.1
TN,Nashville,4752006,47037012702,4752006-47037012702,2376,13.7,15.9,"(36.20596534830, -86.7961197587)",36.20596535,-86.79611976,13.85,13.1
TN,Nashville,4752006,47037010104,4752006-47037010104,3070,13.3,15,"(36.29624214450, -86.8843736030)",36.29624214,-86.8843736,13.85,13.1
TN,Nashville,4752006,47037010105,4752006-47037010105,4268,11.9,13.9,"(36.24886606420, -86.8538782901)",36.24886606,-86.85387829,13.85,13.1
TN,Nashville,4752006,47037010106,4752006-47037010106,2668,15.4,16.3,"(36.25370835670, -86.8036071070)",36.25370836,-86.80360711,13.85,13.1
TN,Nashville,4752006,47037018000,4752006-47037018000,4742,8.3,8.2,"(36.12159721470, -86.8291852595)",36.12159721,-86.82918526,13.85,13.1
TN,Nashville,4752006,47037010103,4752006-47037010103,2377,12.6,14.3,"(36.34795051870, -86.8675409005)",36.34795052,-86.8675409,13.85,13.1
TN,Nashville,4752006,47037013100,4752006-47037013100,2190,14,14.9,"(36.21561833870, -86.9229922510)",36.21561834,-86.92299225,13.85,13.1
TN,Nashville,4752006,47037019108,4752006-47037019108,3248,16.8,14.5,"(36.07020238480, -86.6951799025)",36.07020238,-86.6951799,13.85,13.1
TN,Nashville,4752006,47037015631,4752006-47037015631,8758,14.1,12.6,"(36.08318663780, -86.5615305811)",36.08318664,-86.56153058,13.85,13.1
TN,Nashville,4752006,47037015630,4752006-47037015630,3189,12.9,10.2,"(36.03003124890, -86.6145110967)",36.03003125,-86.6145111,13.85,13.1
TN,Nashville,4752006,47037019300,4752006-47037019300,3523,25.9,25.4,"(36.17114443090, -86.7688652280)",36.17114443,-86.76886523,13.85,13.1
TN,Nashville,4752006,47037018901,4752006-47037018901,2683,13.3,13.2,"(36.08423761020, -86.7415232924)",36.08423761,-86.74152329,13.85,13.1
TN,Nashville,4752006,47037016600,4752006-47037016600,2436,11,8.3,"(36.14607026350, -86.8156944707)",36.14607026,-86.81569447,13.85,13.1
TN,Nashville,4752006,47037017100,4752006-47037017100,1659,10.1,7.9,"(36.12031964600, -86.7820995582)",36.12031965,-86.78209956,13.85,13.1
TN,Nashville,4752006,47037012600,4752006-47037012600,1999,19.5,19.3,"(36.18712016030, -86.7719899728)",36.18712016,-86.77198997,13.85,13.1
TN,Nashville,4752006,47037015200,4752006-47037015200,2578,13.9,15.2,"(36.17282863310, -86.6903581821)",36.17282863,-86.69035818,13.85,13.1
TN,Nashville,4752006,47037018409,4752006-47037018409,4010,9.8,12.2,"(36.07159526160, -86.9578354061)",36.07159526,-86.95783541,13.85,13.1
TN,Nashville,4752006,47037018408,4752006-47037018408,3417,9.5,9.1,"(36.04606470870, -86.9719220455)",36.04606471,-86.97192205,13.85,13.1
TN,Nashville,4752006,47037017901,4752006-47037017901,4455,8.2,8.9,"(36.10825179170, -86.8268057504)",36.10825179,-86.82680575,13.85,13.1
TN,Nashville,4752006,47037015619,4752006-47037015619,4639,11.7,11.2,"(36.09721282830, -86.5907016995)",36.09721283,-86.5907017,13.85,13.1
TN,Nashville,4752006,47037017902,4752006-47037017902,4326,8.7,9.8,"(36.09606128080, -86.8261504838)",36.09606128,-86.82615048,13.85,13.1
TN,Nashville,4752006,47037018401,4752006-47037018401,5992,11.9,10.3,"(36.08734326160, -86.9326122230)",36.08734326,-86.93261222,13.85,13.1
TN,Nashville,4752006,47037018405,4752006-47037018405,4760,10.2,10,"(36.05218533950, -86.9407121165)",36.05218534,-86.94071212,13.85,13.1
TN,Nashville,4752006,47037018404,4752006-47037018404,4407,10.1,10,"(36.06796305650, -86.8949107152)",36.06796306,-86.89491072,13.85,13.1
TN,Nashville,4752006,47037018407,4752006-47037018407,3813,10.2,10.2,"(36.06559385240, -86.9777719034)",36.06559385,-86.9777719,13.85,13.1
TN,Nashville,4752006,47037015622,4752006-47037015622,3913,13.2,12.4,"(36.18394552210, -86.5833021676)",36.18394552,-86.58330217,13.85,13.1
TN,Nashville,4752006,47037015623,4752006-47037015623,5335,15.3,13.9,"(36.18517401790, -86.6053672734)",36.18517402,-86.60536727,13.85,13.1
TN,Nashville,4752006,47037018700,4752006-47037018700,565,8.2,9,"(36.05243041940, -86.8041894006)",36.05243042,-86.8041894,13.85,13.1
TN,Nashville,4752006,47037010402,4752006-47037010402,5588,20.9,21.9,"(36.26811952380, -86.6959751266)",36.26811952,-86.69597513,13.85,13.1
TN,Nashville,4752006,47037015626,4752006-47037015626,5820,13.9,11.2,"(36.07228897950, -86.6476420172)",36.07228898,-86.64764202,13.85,13.1
TN,Nashville,4752006,47037015627,4752006-47037015627,2683,16.1,15.6,"(36.06275414450, -86.6647320159)",36.06275414,-86.66473202,13.85,13.1
TN,Nashville,4752006,47037015624,4752006-47037015624,4509,13.9,11.5,"(36.14573590790, -86.6254409227)",36.14573591,-86.62544092,13.85,13.1
TN,Nashville,4752006,47037015625,4752006-47037015625,4906,14.2,12.9,"(36.12672530140, -86.6343772350)",36.1267253,-86.63437724,13.85,13.1
TN,Nashville,4752006,47037012100,4752006-47037012100,2431,11.2,9.6,"(36.18047682230, -86.7383080372)",36.18047682,-86.73830804,13.85,13.1
TN,Nashville,4752006,47037015629,4752006-47037015629,4379,13.6,10.1,"(36.05066825780, -86.6371112264)",36.05066826,-86.63711123,13.85,13.1
TN,Nashville,4752006,47037013602,4752006-47037013602,2120,19.4,10.2,"(36.17144125940, -86.8285203739)",36.17144126,-86.82852037,13.85,13.1
TN,Nashville,4752006,47037013601,4752006-47037013601,3616,19.1,17.3,"(36.16393356360, -86.8274060699)",36.16393356,-86.82740607,13.85,13.1
TN,Nashville,4752006,47037017500,4752006-47037017500,2951,16.5,17.5,"(36.10121395470, -86.7435789922)",36.10121395,-86.74357899,13.85,13.1
TN,Nashville,4752006,47037013800,4752006-47037013800,1623,16.6,19.6,"(36.17565211900, -86.8148045070)",36.17565212,-86.81480451,13.85,13.1
TN,Nashville,4752006,47037011001,4752006-47037011001,5953,18.6,19.6,"(36.22291638530, -86.7598911314)",36.22291639,-86.75989113,13.85,13.1
TN,Nashville,4752006,47037019500,4752006-47037019500,5916,12.6,10.4,"(36.15764352000, -86.7816792716)",36.15764352,-86.78167927,13.85,13.1
TN,Nashville,4752006,47037010801,4752006-47037010801,5363,14.3,14.3,"(36.27584061960, -86.7227516725)",36.27584062,-86.72275167,13.85,13.1
TN,Nashville,4752006,47037010802,4752006-47037010802,3274,12.6,16.3,"(36.25099162440, -86.7318712550)",36.25099162,-86.73187126,13.85,13.1
TN,Nashville,4752006,47037014400,4752006-47037014400,1250,16.7,16.1,"(36.15766296450, -86.8057331508)",36.15766296,-86.80573315,13.85,13.1
TN,Nashville,4752006,47037011800,4752006-47037011800,2673,18.9,19.3,"(36.18602234420, -86.7643746828)",36.18602234,-86.76437468,13.85,13.1
TN,Nashville,4752006,47037016900,4752006-47037016900,4514,9.4,7.4,"(36.12479519370, -86.8014921222)",36.12479519,-86.80149212,13.85,13.1
TN,Nashville,4752006,47037010401,4752006-47037010401,4494,17.1,18,"(36.29471538310, -86.6911187036)",36.29471538,-86.6911187,13.85,13.1
TN,Nashville,4752006,47037011900,4752006-47037011900,2429,15.8,14.6,"(36.17908628020, -86.7590618024)",36.17908628,-86.7590618,13.85,13.1
TN,Nashville,4752006,47037016100,4752006-47037016100,2047,16.1,15.5,"(36.13636921870, -86.7683698189)",36.13636922,-86.76836982,13.85,13.1
TN,Nashville,4752006,47037016800,4752006-47037016800,4194,10.5,6.9,"(36.13504703260, -86.8100174335)",36.13504703,-86.81001743,13.85,13.1
TN,Nashville,4752006,47037013202,4752006-47037013202,3287,14.8,14.2,"(36.15825005520, -86.8715276437)",36.15825006,-86.87152764,13.85,13.1
TN,Nashville,4752006,47037018905,4752006-47037018905,2898,13,10,"(36.05936070880, -86.7364092465)",36.05936071,-86.73640925,13.85,13.1
TN,Nashville,4752006,47037018410,4752006-47037018410,2770,11.8,10.1,"(36.07127603390, -86.9382627391)",36.07127603,-86.93826274,13.85,13.1
TN,Nashville,4752006,47037013201,4752006-47037013201,2936,12.4,13.3,"(36.15140893980, -86.8836263472)",36.15140894,-86.88362635,13.85,13.1
TN,Nashville,4752006,47037015620,4752006-47037015620,7033,15.3,14.3,"(36.06968794570, -86.6150485034)",36.06968795,-86.6150485,13.85,13.1
TN,Nashville,4752006,47037018902,4752006-47037018902,2454,11.9,11.4,"(36.07531286530, -86.7434576848)",36.07531287,-86.74345768,13.85,13.1
TN,Nashville,4752006,47037019003,4752006-47037019003,5032,16.6,15.5,"(36.07699824560, -86.7054436498)",36.07699825,-86.70544365,13.85,13.1
TN,Nashville,4752006,47037014800,4752006-47037014800,3127,26.8,25.7,"(36.15109655400, -86.7597078621)",36.15109655,-86.75970786,13.85,13.1
TN,Nashville,4752006,47037019006,4752006-47037019006,5473,16.1,16,"(36.08994577410, -86.7174801595)",36.08994577,-86.71748016,13.85,13.1
TN,Nashville,4752006,47037019004,4752006-47037019004,4407,18.5,18.5,"(36.06994504200, -86.7140695527)",36.06994504,-86.71406955,13.85,13.1
TN,Nashville,4752006,47037019005,4752006-47037019005,3172,18.7,17.4,"(36.08481483060, -86.7119860954)",36.08481483,-86.7119861,13.85,13.1
TN,Nashville,4752006,47037016500,4752006-47037016500,4478,17.4,6.6,"(36.14578019770, -86.8050873817)",36.1457802,-86.80508738,13.85,13.1
TN,Nashville,4752006,47037018302,4752006-47037018302,2651,10.2,9.3,"(36.04013250740, -87.0176548329)",36.04013251,-87.01765483,13.85,13.1
TN,Nashville,4752006,47037011400,4752006-47037011400,4461,14.4,13.9,"(36.19852243040, -86.7337794886)",36.19852243,-86.73377949,13.85,13.1
TN,Nashville,4752006,47037018301,4752006-47037018301,7368,12,11.7,"(36.13424442570, -86.9660257669)",36.13424443,-86.96602577,13.85,13.1
TN,Nashville,4752006,47037015300,4752006-47037015300,5804,10.5,11.2,"(36.21041229710, -86.6882030885)",36.2104123,-86.68820309,13.85,13.1
TN,Nashville,4752006,47037015628,4752006-47037015628,3224,15.2,12.7,"(36.05320721570, -86.6572040786)",36.05320722,-86.65720408,13.85,13.1
TN,Nashville,4752006,47037017200,4752006-47037017200,888,15.7,16.8,"(36.12415809400, -86.7550707151)",36.12415809,-86.75507072,13.85,13.1
TN,Nashville,4752006,47037010702,4752006-47037010702,3034,18.7,23.1,"(36.24322098650, -86.7170424941)",36.24322099,-86.71704249,13.85,13.1
TN,Nashville,4752006,47037018602,4752006-47037018602,824,8,8.9,"(36.07073790040, -86.8228348529)",36.0707379,-86.82283485,13.85,13.1
TN,Nashville,4752006,47037018601,4752006-47037018601,808,8.4,9.4,"(36.06090966980, -86.8696928139)",36.06090967,-86.86969281,13.85,13.1
TN,Nashville,4752006,47037010701,4752006-47037010701,4431,18.2,18.9,"(36.25575012510, -86.7050849585)",36.25575013,-86.70508496,13.85,13.1
TN,Nashville,4752006,47037019600,4752006-47037019600,3764,14.5,13.5,"(36.15383117110, -86.7221674827)",36.15383117,-86.72216748,13.85,13.1
TN,Nashville,4752006,47037011500,4752006-47037011500,3724,12.3,12.5,"(36.20412540100, -86.7098381564)",36.2041254,-86.70983816,13.85,13.1
TN,Nashville,4752006,47037013700,4752006-47037013700,5834,16.5,18.5,"(36.19115118560, -86.8085327041)",36.19115119,-86.8085327,13.85,13.1
TN,Nashville,4752006,47037019200,4752006-47037019200,3497,14.5,13.3,"(36.17115317620, -86.7520190910)",36.17115318,-86.75201909,13.85,13.1
TN,Nashville,4752006,47037013900,4752006-47037013900,1646,19.7,23.5,"(36.17571509340, -86.8056204212)",36.17571509,-86.80562042,13.85,13.1
TN,Nashville,4752006,47037011100,4752006-47037011100,3921,13.1,13.6,"(36.22460544750, -86.7196053106)",36.22460545,-86.71960531,13.85,13.1
TN,Nashville,4752006,47037018904,4752006-47037018904,3844,15.1,14.4,"(36.06577867630, -86.7267065082)",36.06577868,-86.72670651,13.85,13.1
TN,Nashville,4752006,47037015700,4752006-47037015700,1600,14.7,15.8,"(36.10682588460, -86.7023156259)",36.10682588,-86.70231563,13.85,13.1
